design_id,mission_profile,cost_m_usd,weight_kg,modularity_pct,load_capacity_kg,life_expectancy_years,upgradeability_score,shielding_score,mobility_score,build_time_months,power_capacity_kw,data_throughput_gbps,radiation_tolerance_krad,feasibility_probability,flight_test_outcome,military_satisfaction,engineer_satisfaction,scientist_satisfaction,communications_satisfaction,overall_stakeholder_satisfaction,within_budget_500m,within_timeline_48mo,meets_min_feasibility_70pct,constraint_status,design_lineage,notes
SAT-0736,Security/Defense,510.6,1770.0,52.6,699.0,9.4,61.0,81.5,18.5,72,38,41.5,174.0,0.83,Partial Pass,64.0,71.3,39.1,42.1,54.1,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0737,Multi-Purpose,475.4,1859.0,27.1,896.0,9.0,54.0,51.6,35.2,72,38,47.4,124.0,0.753,Fail,50.8,58.5,45.1,38.7,48.3,True,False,True,Needs Tradeoff Review,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0738,Communication,639.8,2562.0,53.1,1045.0,11.3,69.3,73.3,45.8,72,38,72.9,183.0,0.71,Pass,56.9,67.6,55.6,27.6,51.9,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0739,Scientific Research,594.6,2561.0,44.5,988.0,11.2,50.3,98,29.0,72,38,52.5,225.0,0.613,Partial Pass,57.5,59.6,64.4,37.5,54.8,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0740,Multi-Purpose,468.7,1368.0,40.4,686.0,7.8,53.5,49.1,30.2,71.2,38,47.4,127.0,0.767,Fail,44.8,58.6,38.4,36.6,44.6,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0741,Communication,526.7,2272.0,56.9,1015.0,7.4,53.3,32.9,17.9,72,38,73.1,82.0,0.582,Pass,26.6,49.7,53.4,41.4,42.8,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0742,GPS/Navigation,434.2,1759.0,6.7,1168.0,6.9,21.0,47.4,95,72,38,60.0,129.0,0.086,Partial Pass,53.2,33.9,62.3,40.3,47.4,True,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal timeline
SAT-0743,Security/Defense,597.9,1762.0,53.1,544.0,9.6,57.9,72.0,5,72,38,43.2,180.0,0.679,Pass,38.0,51.6,38.9,31.8,40.1,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0744,Communication,557.1,2612.0,45.6,933.0,9.6,37.0,80.8,5,72,38,55.2,203.0,0.726,Pass,53.5,67.7,54.5,33.0,52.2,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0745,Multi-Purpose,559.3,2809.0,5,1355.0,9.2,29.3,98,51.6,72,38,100.1,197.0,0.76,Fail,58.0,59.9,71.3,46.1,58.8,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0746,Security/Defense,536.3,2256.0,38.5,1233.0,8.7,56.7,68.5,12.5,72,38,82.1,156.0,0.606,Partial Pass,47.1,61.2,53.0,37.9,49.8,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0747,Communication,572.4,1602.0,70.5,699.0,10.6,58.1,76.5,37.5,72,38,53.9,188.0,0.766,Pass,59.0,64.1,30.8,45.6,49.9,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0748,Security/Defense,613.3,2669.0,32.8,1244.0,9.0,48.5,90.1,28.5,72,38,91.2,226.0,0.767,Pass,54.4,59.5,52.9,44.2,52.8,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0749,Earth Observation,517.0,1644.0,64.7,899.0,10.1,72.8,39.8,39.5,72,38,63.9,83.0,0.771,Partial Pass,38.0,67.6,59.2,37.6,50.6,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0750,Earth Observation,729.1,3400,69.3,1379.0,10.6,70.1,78.0,40.9,72,38,99.4,171.0,0.727,Pass,64.6,69.3,71.6,42.3,61.9,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0751,Communication,636.9,2392.0,67.0,1111.0,9.8,74.0,50.0,36.5,72,38,78.2,122.0,0.617,Pass,41.5,57.0,42.2,41.8,45.6,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0752,Security/Defense,545.4,1232.0,61.0,502.0,8.8,57.4,67.7,43.0,72,38,29.8,137.0,0.778,Pass,43.4,70.4,35.2,20.0,42.2,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0753,GPS/Navigation,573.5,2267.0,62.3,964.0,8.7,60.1,53.4,51.5,72,38,62.6,140.0,0.777,Partial Pass,41.0,67.5,44.8,40.2,48.4,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0754,Security/Defense,654.7,2405.0,60.7,878.0,10.2,60.5,88.2,19.5,72,38,62.2,210.0,0.596,Pass,50.2,60.9,48.5,50.0,52.4,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0755,Scientific Research,676.3,2839.0,60.0,1165.0,8.8,67.8,78.1,37.7,72,38,75.7,168.0,0.579,Partial Pass,39.7,63.7,64.0,27.6,48.8,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0756,Multi-Purpose,593.3,1344.0,95,317.0,9.8,97.2,49.8,37.0,72,32.9,37.7,129.0,0.05,Pass,49.7,63.1,27.9,31.0,42.9,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,High modularity reduces payload capacity; Exceeds nominal budget; Exceeds nominal timeline
SAT-0757,Security/Defense,529.5,1734.0,52.7,717.0,6.5,60.3,36.6,25.4,72,38,46.6,120.0,0.722,Partial Pass,38.3,56.1,41.6,33.9,42.5,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0758,GPS/Navigation,638.6,1375.0,80.1,377.0,7.5,81.4,70.7,74.2,72,32.7,40.6,191.0,0.14,Fail,59.8,63.5,21.6,19.6,41.1,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,High modularity reduces payload capacity; Exceeds nominal budget; Exceeds nominal timeline
SAT-0759,Scientific Research,572.4,2574.0,48.0,1251.0,7.2,39.9,49.6,91.0,72,38,69.5,114.0,0.098,Fail,45.4,41.6,58.0,47.0,48.0,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0760,Communication,551.1,2526.0,44.8,1261.0,6.1,28.5,59.0,33.4,72,38,75.8,141.0,0.684,Pass,44.4,53.6,59.4,42.7,50.0,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0761,Communication,528.3,2966.0,21.4,1163.0,8.9,40.6,88.3,31.3,72,38,79.3,246.0,0.664,Fail,46.2,51.2,73.9,39.7,52.8,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0762,Earth Observation,724.6,3000.0,93.1,902.0,9.7,79.2,50.4,59.7,72,38,60.5,108.0,0.05,Fail,46.2,55.1,47.1,31.6,45.0,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0763,Communication,618.7,2598.0,35.3,1075.0,10.8,41.3,82.1,51.6,72,38,56.2,193.0,0.65,Partial Pass,60.4,48.2,50.5,21.0,45.0,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0764,Earth Observation,583.9,1874.0,55.6,692.0,10.9,54.9,76.6,34.4,72,38,56.1,192.0,0.593,Pass,50.4,49.8,41.4,38.4,45.0,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0765,GPS/Navigation,461.0,1849.0,24.3,795.0,6.8,55.2,51.9,52.3,72,38,66.9,118.0,0.7,Pass,57.5,57.4,51.4,40.9,51.8,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0766,Scientific Research,632.2,2517.0,45.1,1110.0,9.3,60.5,69.3,64.4,72,38,73.8,185.0,0.813,Fail,54.0,64.8,48.9,32.6,50.1,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0767,GPS/Navigation,621.1,3038.0,66.1,1198.0,8.0,67.3,65.1,36.8,72,38,87.7,162.0,0.647,Partial Pass,57.5,64.3,46.2,40.4,52.1,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0768,Earth Observation,665.9,2209.0,74.2,921.0,11.3,71.9,94.6,44.6,72,38,65.1,239.0,0.477,Fail,61.7,65.2,47.8,43.7,54.6,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0769,GPS/Navigation,549.0,2556.0,39.0,1022.0,6.1,34.7,56.1,75.4,72,38,54.1,143.0,0.774,Pass,43.9,47.8,51.1,24.5,41.8,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0770,Earth Observation,321.4,712.0,33.4,533.0,5.9,43.6,14.9,29.1,48.9,38,52.8,50.0,0.846,Fail,22.0,51.1,27.0,29.3,32.4,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0771,Earth Observation,380.4,1406.0,40.1,792.0,8.8,46.1,50.5,17.4,72,38,35.6,103.0,0.774,Pass,38.3,64.8,54.9,36.8,48.7,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0772,Multi-Purpose,632.3,2283.0,83.0,919.0,9.2,81.7,58.9,95,72,38,66.6,123.0,0.05,Fail,62.6,62.6,45.9,49.0,55.0,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0773,Scientific Research,668.3,2443.0,63.5,862.0,9.6,81.6,77.5,53.7,72,38,60.9,198.0,0.511,Fail,63.2,62.6,35.8,31.0,48.2,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0774,Communication,526.1,1642.0,57.3,727.0,7.9,64.9,57.8,48.7,72,38,46.2,137.0,0.751,Partial Pass,48.3,63.5,51.8,44.1,51.9,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0775,Scientific Research,522.6,1525.0,72.9,725.0,8.9,66.3,35.9,53.6,72,38,55.6,87.0,0.393,Pass,41.8,61.7,37.7,55.3,49.1,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0776,Multi-Purpose,604.1,2587.0,70.2,1056.0,9.0,62.0,53.4,34.5,72,38,72.0,159.0,0.521,Fail,39.6,71.0,38.7,24.5,43.5,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0777,Communication,579.4,1487.0,70.6,708.0,10.3,69.7,59.9,23.0,72,38,52.6,143.0,0.685,Fail,32.8,62.0,44.0,42.6,45.4,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0778,Communication,680.9,2656.0,79.4,762.0,7.9,79.2,66.3,53.5,72,38,49.4,145.0,0.135,Fail,57.8,70.2,44.7,32.0,51.2,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0779,Communication,378.0,1568.0,16.8,877.0,7.5,35.4,47.4,5,72,38,54.2,108.0,0.785,Fail,39.2,65.6,61.5,42.9,52.3,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0780,Scientific Research,571.8,1870.0,74.0,622.0,8.6,91.1,35.9,21.3,72,38,50.0,109.0,0.317,Fail,20.6,73.3,40.5,31.6,41.5,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0781,Communication,554.1,2244.0,41.4,924.0,9.0,66.9,71.5,32.7,72,38,59.8,131.0,0.821,Fail,44.3,71.7,51.8,34.0,50.5,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0782,Security/Defense,625.9,2535.0,71.8,1063.0,7.0,73.4,35.4,88.3,72,38,78.2,82.0,0.086,Fail,51.1,56.3,50.8,33.1,47.8,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0783,GPS/Navigation,599.3,2208.0,64.5,893.0,8.4,50.4,77.9,21.8,72,38,60.1,170.0,0.651,Partial Pass,43.7,67.4,44.9,35.2,47.8,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0784,Scientific Research,532.8,1978.0,72.9,989.0,8.8,60.0,40.7,35.4,72,38,64.3,102.0,0.427,Partial Pass,37.5,61.6,57.0,43.1,49.8,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0785,Multi-Purpose,414.7,1691.0,50.0,901.0,5.0,55.6,13.2,30.8,72,38,63.3,76.0,0.72,Partial Pass,29.9,59.9,49.8,45.4,46.2,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0786,Security/Defense,583.1,1964.0,42.4,702.0,10.4,48.7,90.1,42.2,72,38,48.5,204.0,0.638,Pass,69.6,65.6,30.9,30.9,49.2,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0787,Multi-Purpose,517.1,1202.0,74.3,496.0,8.4,67.3,44.9,42.5,72,38,22.5,111.0,0.531,Pass,49.7,59.3,34.8,13.3,39.3,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,High modularity reduces payload capacity; Exceeds nominal budget; Exceeds nominal timeline
SAT-0788,GPS/Navigation,423.9,1117.0,39.7,563.0,10.4,73.2,48.8,28.9,67.2,38,45.7,114.0,0.788,Pass,48.4,52.3,47.9,35.0,45.9,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0789,Scientific Research,599.3,2556.0,26.9,1097.0,9.5,46.1,91.9,67.5,72,38,84.5,207.0,0.557,Fail,84.5,46.1,62.2,44.3,59.3,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0790,Scientific Research,321.4,1300.0,13.9,975.0,5.5,22.8,31.3,13.2,67.4,38,60.8,98.0,0.833,Pass,29.7,50.7,45.4,31.0,39.2,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline
SAT-0791,Earth Observation,336.5,496.0,24.7,242.0,7.8,31.8,67.3,67.7,39.2,19.4,27.6,169.0,0.895,Pass,56.2,61.3,24.3,22.2,41.0,True,True,True,Eligible,Agile-Orbit Variant,Balanced candidate
SAT-0792,Communication,658.6,2664.0,75.7,775.0,11.7,63.0,85.5,46.8,72,38,74.7,201.0,0.355,Pass,51.2,63.0,45.6,38.4,49.6,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0793,Security/Defense,650.1,2479.0,62.9,1053.0,7.4,82.7,51.5,46.5,72,38,77.4,124.0,0.518,Pass,40.3,66.9,45.2,40.4,48.2,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0794,Earth Observation,497.7,2176.0,13.3,1054.0,7.2,15.7,68.3,80.8,72,38,75.5,171.0,0.4,Fail,71.4,48.8,63.1,49.4,58.2,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0795,Scientific Research,439.1,1331.0,47.1,690.0,8.0,51.3,54.7,44.2,72,38,53.3,145.0,0.687,Pass,52.5,65.8,37.6,46.9,50.7,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0796,Multi-Purpose,562.5,1945.0,69.5,726.0,10.9,48.6,65.4,16.9,72,38,59.3,122.0,0.64,Fail,43.8,60.5,46.0,19.7,42.5,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0797,Multi-Purpose,701.8,2679.0,69.9,1184.0,9.8,67.9,70.8,74.8,72,38,88.7,168.0,0.533,Fail,56.0,59.8,51.4,44.4,52.9,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0798,Communication,420.9,981.0,57.8,534.0,6.9,61.5,35.5,44.1,57.3,38,39.1,84.0,0.7,Pass,30.3,57.4,42.0,36.6,41.6,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0799,Scientific Research,635.2,1713.0,86.4,314.0,9.6,82.4,56.0,95,72,35.5,35.2,110.0,0.05,Fail,64.3,58.8,27.6,35.9,46.6,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,High modularity reduces payload capacity; Exceeds nominal budget; Exceeds nominal timeline
SAT-0800,Earth Observation,605.0,2578.0,53.2,1368.0,7.8,82.6,35.6,64.1,72,38,96.8,82.0,0.673,Pass,36.8,76.7,49.0,43.1,51.4,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0801,Scientific Research,443.0,2081.0,61.1,917.0,6.5,89.9,10,25.2,72,38,79.9,27.0,0.557,Pass,13.5,66.7,52.3,48.5,45.2,True,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0802,Scientific Research,603.8,2608.0,66.8,1192.0,8.5,58.1,52.9,23.9,72,38,98.4,139.0,0.681,Pass,32.9,59.4,53.3,72.0,54.4,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0803,Communication,666.5,2792.0,58.5,1123.0,10.3,79.9,64.1,50.4,72,38,74.2,178.0,0.641,Pass,57.8,66.7,50.7,47.1,55.6,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0804,Multi-Purpose,551.8,2377.0,45.4,967.0,6.9,54.9,50.9,45.4,72,38,64.1,136.0,0.722,Fail,45.5,59.4,54.1,41.8,50.2,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0805,Multi-Purpose,488.0,1616.0,63.4,743.0,8.1,48.7,48.8,54.9,72,38,48.8,113.0,0.73,Pass,45.0,60.8,36.8,42.9,46.4,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0806,Multi-Purpose,607.1,2734.0,62.3,1258.0,8.5,61.0,60.3,45.1,72,38,85.2,146.0,0.624,Pass,58.7,56.9,52.5,50.0,54.5,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0807,Multi-Purpose,692.3,3400,71.0,1257.0,7.5,52.3,66.9,11.3,72,38,93.7,161.0,0.584,Partial Pass,40.1,64.5,60.3,47.2,53.0,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0808,Security/Defense,675.1,3124.0,51.0,1288.0,9.3,60.0,63.0,73.4,72,38,95.4,152.0,0.563,Fail,49.1,59.2,64.4,51.9,56.2,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0809,Multi-Purpose,520.4,2474.0,34.0,906.0,8.9,36.7,60.4,41.6,72,38,69.6,148.0,0.742,Pass,46.5,52.2,52.8,34.0,46.4,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0810,Earth Observation,596.3,1976.0,51.9,706.0,9.3,56.7,74.9,94.2,72,38,67.1,186.0,0.05,Fail,70.6,55.2,40.9,24.2,47.7,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0811,Earth Observation,591.3,2411.0,36.7,1058.0,11.5,57.6,95.4,49.0,72,38,89.3,215.0,0.613,Partial Pass,74.3,59.2,45.2,44.0,55.7,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0812,GPS/Navigation,582.9,2571.0,71.1,1141.0,9.3,64.8,37.9,28.6,72,38,81.0,94.0,0.473,Pass,38.4,53.2,58.3,55.3,51.3,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0813,Communication,635.4,1957.0,52.2,757.0,11.4,63.6,82.3,71.1,72,38,47.2,225.0,0.739,Pass,67.8,69.2,41.3,31.8,52.5,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0814,Scientific Research,452.6,1736.0,16.5,984.0,10.7,35.6,70.5,29.8,72,38,56.4,166.0,0.721,Pass,52.4,53.5,60.0,35.5,50.4,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0815,GPS/Navigation,608.5,2715.0,51.0,1363.0,7.2,54.7,30.2,50.2,72,38,89.4,107.0,0.466,Fail,37.9,54.8,62.1,39.1,48.5,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0816,Communication,439.6,2133.0,21.8,1021.0,7.1,35.3,50.1,15.0,72,38,68.0,134.0,0.717,Pass,29.1,40.4,62.8,34.2,41.6,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0817,GPS/Navigation,493.4,1670.0,68.9,449.0,9.7,69.2,44.4,13.2,72,38,42.6,126.0,0.587,Fail,45.8,67.8,37.4,39.4,47.6,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0818,Multi-Purpose,708.0,2532.0,88.2,1045.0,10.3,91.1,71.5,56.0,72,38,79.3,155.0,0.05,Partial Pass,62.2,53.5,49.8,47.3,53.2,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0819,Communication,520.2,1017.0,49.9,428.0,9.6,70.2,81.1,62.8,70.0,36.5,34.1,194.0,0.755,Pass,70.3,63.6,30.3,40.1,51.1,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0820,Scientific Research,414.8,1359.0,15.2,677.0,9.1,40.7,44.7,48.2,64.2,38,32.3,88.0,0.787,Fail,37.5,62.2,45.7,27.0,43.1,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0821,Earth Observation,510.8,2140.0,43.4,1211.0,9.3,43.0,62.8,11.7,72,38,92.2,148.0,0.601,Pass,37.0,62.7,62.6,52.9,53.8,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0822,Multi-Purpose,704.1,2659.0,75.4,906.0,9.8,80.8,85.9,58.6,72,38,55.4,199.0,0.336,Fail,63.0,53.1,53.9,33.0,50.8,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0823,Earth Observation,633.6,2512.0,74.4,915.0,8.8,45.7,50.3,41.8,72,38,56.2,130.0,0.412,Pass,51.6,66.4,64.1,31.4,53.4,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0824,Security/Defense,629.8,2481.0,70.7,1047.0,7.7,77.6,50.5,34.4,72,38,71.7,126.0,0.634,Fail,36.9,67.3,44.9,39.0,47.0,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0825,Earth Observation,331.5,450,20.1,135.0,7.6,31.4,34.9,65.2,36.2,20.0,3.8,101.0,0.873,Pass,48.2,57.1,10.4,8.7,31.1,True,True,True,Eligible,Shielded Variant,Balanced candidate
SAT-0826,Scientific Research,602.6,2374.0,72.4,888.0,7.4,71.5,65.9,54.8,72,38,48.7,157.0,0.539,Pass,57.0,64.2,40.0,29.6,47.7,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0827,Scientific Research,559.5,2722.0,59.5,1181.0,8.5,31.4,66.1,32.0,72,38,82.1,153.0,0.822,Pass,45.4,56.3,55.5,55.5,53.2,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0828,Multi-Purpose,497.9,2867.0,19.4,1369.0,10.8,42.6,64.3,5,72,38,90.4,153.0,0.602,Partial Pass,30.3,46.2,65.3,56.7,49.6,True,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0829,Communication,662.1,2152.0,88.2,869.0,8.3,91.2,50.4,42.1,72,38,56.6,124.0,0.05,Fail,37.8,54.9,34.8,38.5,41.5,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0830,Communication,603.0,1899.0,75.5,881.0,6.7,62.5,47.1,36.9,72,38,57.5,125.0,0.379,Pass,37.7,63.9,32.1,31.5,41.3,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0831,Communication,514.4,1795.0,34.4,694.0,10.8,57.6,63.9,41.7,72,38,53.8,149.0,0.768,Partial Pass,52.3,59.9,47.8,37.4,49.4,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0832,Security/Defense,584.7,2146.0,56.9,903.0,6.8,73.8,35.3,49.5,72,38,56.6,92.0,0.644,Partial Pass,35.8,56.4,42.8,32.5,41.9,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0833,Communication,590.0,1769.0,49.4,800.0,8.7,70.9,74.4,40.7,72,38,53.1,155.0,0.679,Pass,45.4,68.4,38.7,22.0,43.6,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
